nt	UM	MU
4234	4.61E-27	5.00E-17
4235	3.86E-56	3.54E-61
4236	1.10E-91	3.84E-86
4237	2.77E-139	2.77E-139
4238	2.77E-139	1.07E-130
4239	2.77E-139	7.26E-134
4240	1.56E-70	9.28E-56
4241	1.11E-112	2.68E-70
4242	0.121799428	6.82E-15
4243	7.86E-05	0.007881514
4244	1.91E-08	0.0020958
4245	1.20E-10	7.58E-21
4246	7.10E-38	1.15E-44
4247	2.56E-22	2.73E-32
4248	0.000850747	0.000928748
4249	4.53E-50	3.56E-33
4250	8.65E-52	4.31E-47
4251	0.998646486	3.11E-15
4252	0.002032176	1.25E-07
4253	2.10E-07	4.15E-07
4254	6.69E-07	3.95E-05
4255	1.78E-81	1.53E-66
4256	1.77E-83	5.07E-109
4257	1.13E-75	6.31E-57
4258	2.77E-121	7.37E-120
4259	1.28E-29	1.71E-28
4260	7.62E-06	1.78E-05
4261	5.47E-12	2.86E-16
4262	6.17E-19	0.837194794
4263	4.14E-61	1.07E-34
4264	1.56E-62	4.97E-62
4265	3.29E-27	1.81E-21
4266	0.038206051	0.443145153
4267	7.49E-09	0.981655798
4268	1.00E-07	0.177384726
4269	1.92E-55	2.21E-32
4270	2.77E-139	1.24E-76
4271	2.77E-139	2.86E-111
4272	1.90E-128	4.09E-118
4273	4.99E-123	2.02E-62
4274	3.49E-65	2.32E-49
4275	2.36E-08	4.26E-10
4276	5.40E-08	5.88E-08
4277	9.06E-08	1.11E-05
4278	2.09E-08	5.24E-05
4279	5.20E-08	7.31E-08
4280	3.79E-121	5.52E-132
4281	1.31E-117	1.96E-71
4282	2.77E-139	1.31E-99
4283	2.77E-139	2.77E-139
4284	7.26E-134	6.60E-110
4285	2.38E-37	0.956817861
4286	8.13E-108	2.83E-118
4287	4.58E-110	2.17E-69
4288	2.77E-139	1.90E-128
4289	2.77E-139	2.77E-139
4290	2.77E-139	2.77E-139
4291	2.43E-81	1.08E-28
4292	2.77E-139	2.77E-139
4293	2.77E-139	4.51E-124
4294	2.77E-139	2.77E-139
4295	7.37E-120	4.51E-124
4296	2.77E-139	2.77E-139
4297	2.21E-80	2.85E-82
4298	2.20E-84	5.35E-94
4299	7.49E-106	2.46E-82
4300	2.77E-139	2.77E-139
4301	2.77E-139	2.77E-139
4302	2.77E-139	2.77E-139
4303	7.26E-134	7.26E-134
4304	4.73E-51	2.96E-68
4305	1.09E-98	4.04E-115
4306	1.93E-114	4.09E-118
4307	2.85E-139	2.77E-139
4308	3.49E-06	1.19E-18
4309	3.74E-45	2.86E-52
4310	1.64E-63	1.35E-89
4311	3.49E-75	1.72E-87
4312	4.62E-45	1.47E-14
4313	2.46E-05	0.050081548
4314	3.06E-47	5.69E-26
4315	1.15E-15	0.999998046
4316	5.39E-08	4.10E-06
4317	2.12E-123	1.45E-126
4318	1.90E-128	5.45E-102
4319	2.77E-139	4.16E-122
4320	2.77E-139	2.77E-139
4321	1.96E-89	5.70E-71
4322	2.32E-29	3.44E-36
4323	2.77E-139	4.09E-118
4324	1.90E-128	1.54E-120
4325	1.93E-114	1.54E-120
4326	4.32E-20	1.97E-14
4327	2.77E-139	2.77E-139
4328	7.26E-134	7.26E-134
4329	1.31E-117	1.02E-111
4330	2.37E-68	3.57E-71
4331	1.37E-70	8.51E-74
4332	3.78E-10	1.82E-44
4333	1.16E-05	2.59E-39
4334	5.76E-33	5.71E-87
4335	4.99E-123	3.12E-119
4336	8.99E-107	1.19E-89
4337	2.77E-139	2.77E-139
4338	2.20E-69	5.48E-95
4339	4.22E-108	4.23E-73
4340	5.88E-90	3.15E-99
4341	4.99E-123	1.90E-128
4342	2.81E-125	8.05E-99
4343	2.77E-139	2.77E-139
4344	2.16E-42	5.40E-57
4345	8.48E-88	7.37E-102
4346	2.29E-28	2.25E-48
4347	0.999796592	3.69E-30
4348	0.999999933	9.63E-38
4349	0.999999822	1.07E-35
4350	0.930462617	5.27E-32
4351	0.999999008	1.37E-34
4352	0.999999993	6.95E-28
4353	2.64E-06	6.16E-09
4354	6.17E-08	7.34E-08
4355	2.48E-27	3.82E-47
4356	2.22E-52	7.10E-33
4357	2.01E-91	5.63E-62
4358	2.38E-92	5.58E-79
4359	2.77E-139	1.07E-130
4360	2.77E-139	2.77E-139
4361	1.93E-96	4.22E-104
4362	5.02E-22	1.05E-08
4363	8.62E-06	5.66E-05
4364	2.71E-31	1.11E-21
4365	5.63E-12	0.999994812
4366	2.89E-11	0.99998878
4367	1.18E-06	0.997831517
4368	2.53E-53	3.38E-59
4369	1.90E-110	1.06E-91
4370	2.77E-139	1.07E-130
4371	2.51E-69	5.08E-72
4372	1.31E-117	1.02E-111
4373	7.26E-134	2.81E-125
4374	7.37E-120	1.31E-117
4375	9.61E-75	1.83E-73
4376	0.00748994	1.46E-12
4377	0.000461797	2.36E-27
4378	0.999999866	1.04E-17
4379	7.54E-06	7.19E-10
4380	8.50E-10	6.84E-10
4381	2.04E-07	1.22E-09
4382	1.82E-05	1.00E-07
4383	1.65E-08	3.90E-19
4384	7.48E-25	3.01E-15
4385	2.94E-19	7.62E-39
4386	3.61E-27	4.67E-30
4387	1.67E-42	2.10E-18
4388	3.52E-37	3.94E-29
4389	1.84E-47	0.992399445
4390	1.51E-29	9.56E-25
4391	7.33E-27	1.23E-17
4392	2.69E-16	2.86E-24
4393	1.21E-05	1.50E-07
4394	1.65E-09	9.73E-10
4395	0.000168979	2.76E-06
4396	3.16E-16	1.47E-22
4397	8.23E-13	7.21E-06
4398	6.51E-37	1.02E-25
4399	2.40E-17	1.76E-25
4400	8.95E-07	3.51E-32
4401	0.592474047	0.028532093
4402	4.88E-06	3.25E-07
4403	4.59E-09	1.07E-09
4404	2.27E-09	1.15E-09
4405	5.74E-06	1.32E-06
4406	4.20E-06	1.54E-10
4407	0.002782795	3.74E-06
4408	0.126956124	1.27E-08
4409	4.29E-08	1.23E-09
4410	1.17E-06	3.97E-07
4411	3.56E-45	1.54E-70
4412	5.05E-39	1.09E-80
4413	5.85E-08	7.11E-21
4414	2.90E-19	1.50E-07
4415	1.67E-19	3.91E-22
4416	2.48E-23	3.96E-12
4417	1.51E-58	6.29E-50
4418	6.61E-50	1.66E-60
4419	1.13E-10	6.24E-23
4420	6.91E-05	8.60E-06
4421	1.02E-06	0.000786813
4422	5.40E-25	8.89E-20
4423	1.53E-25	8.52E-40
4424	0.162918961	2.75E-16
4425	1.16E-08	4.32E-27
4426	1.21E-20	3.41E-32
4427	0.000383351	3.13E-12
4428	0.967934737	6.12E-13
4429	0.999992704	4.72E-15
4430	0.001575529	4.47E-09
4431	0.006096634	4.10E-06
4432	6.37E-40	1.55E-58
4433	2.27E-44	3.75E-26
4434	2.77E-139	7.26E-134
4435	3.59E-52	4.20E-24
4436	2.13E-84	2.62E-62
4437	7.77E-40	3.60E-25
4438	3.72E-57	4.87E-62
4439	0.000287802	1.27E-05
4440	0.656783912	5.81E-16
4441	0.937930737	3.69E-06
4442	0.980109613	8.33E-07
4443	0.010080701	1.63E-05
4444	3.38E-06	2.49E-06
4445	3.49E-07	9.55E-17
4446	3.05E-40	2.52E-12
4447	8.25E-94	3.15E-99
4448	1.76E-29	8.07E-17
4449	1.06E-91	5.74E-58
4450	2.81E-125	1.07E-130
4451	8.72E-30	1.21E-33
4452	1.10E-75	4.29E-94
4453	0.006285148	9.66E-14
4454	8.76E-10	1.91E-18
4455	3.43E-07	2.40E-07
4456	6.98E-08	1.39E-07
4457	3.92E-46	3.86E-40
4458	1.62E-38	2.01E-32
4459	6.17E-40	5.27E-21
4460	1.23E-96	8.18E-79
4461	8.08E-42	1.41E-24
4462	7.16E-44	1.59E-21
4463	7.57E-30	3.09E-22
4464	3.33E-62	1.20E-68
4465	1.93E-114	2.36E-91
4466	6.18E-96	2.43E-68
4467	7.26E-116	4.99E-123
4468	2.32E-45	3.55E-45
4469	1.72E-111	9.13E-93
4470	3.72E-46	1.59E-86
4471	0.003934688	2.80E-07
4472	1.36E-06	1.80E-07
4473	5.19E-24	1.01E-60
4474	3.77E-29	2.31E-39
4475	1.35E-61	1.94E-61
4476	1.58E-13	2.76E-24
4477	9.03E-68	2.31E-85
4478	2.80E-33	3.73E-25
4479	1.16E-60	3.06E-54
4480	8.89E-39	1.92E-65
4481	3.36E-25	4.59E-64
4482	3.28E-37	5.47E-26
4483	1.44E-52	2.41E-26
4484	5.53E-43	4.03E-34
4485	1.17E-29	9.29E-29
4486	9.12E-06	6.36E-05
4487	0.000455569	2.05E-13
4488	6.57E-28	9.95E-56
4489	2.86E-93	8.70E-88
4490	1.33E-126	7.27E-134
4491	0.973072041	7.42E-13
4492	5.27E-05	1.63E-06
4493	0.002157382	7.32E-09
4494	0.999330924	1.39E-10
4495	1.59E-06	6.58E-08
4496	0.000654953	0.114457224
4497	7.89E-57	1.79E-53
4498	4.11E-24	6.88E-06
4499	4.38E-10	0.25043838
4500	3.16E-34	8.25E-27
4501	1.59E-05	2.16E-09
4502	8.32E-06	0.000364966
4503	3.17E-07	0.998638149
4504	7.82E-31	1.22E-11
4505	1.61E-32	1.41E-09
4506	3.00E-46	1.22E-36
4507	1.24E-48	1.65E-38
4508	1.07E-77	9.27E-79
4509	1.91E-27	3.48E-36
4510	4.66E-07	9.28E-06
4511	4.26E-07	0.018141726
4512	7.07E-42	3.31E-27
4513	1.29E-36	1.08E-29
4514	1.37E-47	1.57E-20
4515	2.42E-60	1.01E-23
4516	8.51E-48	3.25E-19
4517	1.46E-23	1.38E-22
4518	0.029298267	5.14E-12
4519	0.931605416	1.32E-24
4520	0.886720476	3.76E-07
4521	8.82E-05	4.49E-25
4522	2.59E-07	0.002832009
4523	1.29E-95	8.35E-97
4524	0.002074762	7.77E-05
4525	2.05E-62	1.61E-16
4526	1.90E-128	1.07E-112
4527	1.07E-130	8.13E-108
4528	7.26E-134	3.72E-125
4529	2.58E-19	0.000423212
4530	1.65E-77	3.08E-24
4531	7.39E-62	2.53E-21
4532	3.48E-68	2.41E-62
4533	9.43E-60	2.21E-47
4534	7.58E-45	8.62E-19
4535	4.68E-14	1.24E-38
4536	0.000352679	1.19E-19
4537	4.74E-05	2.06E-05
4538	1.62E-16	0.001583824
4539	2.55E-24	2.53E-27
4540	7.74E-33	1.32E-54
4541	1.79E-67	1.69E-49
4542	6.79E-62	1.25E-24
4543	2.77E-139	7.26E-134
4544	2.43E-41	1.01E-24
4545	6.46E-08	1.41E-07
4546	1.44E-08	9.36E-05
4547	1.01E-16	0.999996069
4548	8.66E-44	3.94E-23
4549	5.67E-58	1.02E-54
4550	0.999986607	1.45E-16
4551	0.999999549	1.24E-14
4552	7.53E-06	8.41E-10
4553	0.001413819	6.36E-08
4554	0.006984789	2.24E-14
4555	1.13E-05	7.72E-07
4556	5.82E-08	7.78E-08
4557	5.29E-10	0.001520837
4558	1.42E-10	1.76E-14
4559	7.99E-08	1.78E-07
4560	1.01E-07	0.000115119
4561	1.93E-08	4.98E-05
4562	9.07E-24	0.026229404
4563	1.58E-26	2.97E-12
4564	1.12E-27	8.29E-20
4565	7.01E-16	1.30E-23
4566	7.56E-16	4.73E-25
4567	5.93E-16	1.91E-37
4568	2.06E-05	1.66E-06
4569	0.8828902	2.76E-06
4570	4.23E-41	8.26E-15
4571	5.88E-91	2.31E-53
4572	9.56E-41	8.79E-24
4573	6.18E-43	7.85E-12
4574	3.19E-41	4.17E-17
4575	3.49E-20	1.76E-16
4576	0.092124947	2.12E-05
4577	2.44E-27	0.993088227
4578	6.15E-66	4.50E-20
4579	2.68E-70	5.33E-40
4580	9.03E-51	3.74E-33
4581	1.09E-63	3.87E-33
4582	1.41E-42	2.40E-42
4583	1.05E-65	1.64E-17
4584	1.90E-128	1.22E-90
4585	1.90E-128	2.69E-67
4586	2.77E-139	2.81E-125
4587	2.77E-139	1.90E-128
4588	6.27E-72	4.00E-21
4589	4.10E-24	0.999333786
4590	1.96E-100	3.60E-65
4591	7.26E-134	2.81E-125
4592	7.37E-120	8.82E-91
4593	2.77E-139	1.07E-130
4594	2.69E-39	9.93E-42
4595	1.45E-25	1.76E-33
4596	1.20E-104	1.80E-51
4597	7.37E-120	2.16E-70
4598	6.55E-50	1.25E-43
4599	0.780690629	2.03E-06
4600	2.95E-29	3.56E-74
4601	0.301378638	3.07E-05
4602	1.63E-29	1.08E-54
4603	8.79E-08	8.49E-08
4604	6.44E-09	3.31E-08
4605	5.90E-05	2.78E-05
4606	1.28E-09	1.22E-09
4607	6.46E-08	6.46E-08
4608	9.41E-75	4.54E-35
4609	1.18E-118	9.63E-86
4610	1.84E-95	6.57E-40
4611	2.77E-139	7.26E-134
4612	2.77E-139	2.82E-90
4613	2.77E-139	7.26E-134
4614	1.90E-128	7.42E-33
4615	4.17E-87	2.86E-111
4616	7.94E-11	6.36E-36
4617	0.25155437	2.25E-05
4618	3.69E-28	9.74E-47
4619	0.987243753	6.50E-07
4620	4.12E-06	3.58E-07
4621	2.58E-55	4.00E-65
4622	6.55E-53	3.49E-63
4623	2.29E-35	1.80E-62
4624	0.995520425	1.53E-06
4625	6.99E-39	1.56E-49
4626	5.50E-52	2.95E-47
4627	1.23E-16	1.71E-39
4628	0.638940952	4.87E-12
4629	8.71E-05	1.77E-05
4630	0.006058192	0.370819428
4631	0.129698596	3.83E-05
4632	5.66E-34	0.999608448
4633	2.69E-50	1.78E-09
4634	2.81E-125	4.18E-104
4635	4.23E-73	1.88E-29
4636	2.25E-33	5.02E-22
4637	4.00E-07	0.000161605
4638	3.62E-12	0.996592937
4639	1.27E-11	0.99998752
4640	8.47E-20	2.01E-17
4641	3.02E-08	0.998436716
4642	4.44E-67	7.77E-21
4643	3.10E-19	1.23E-08
4644	1.91E-06	1.84E-05
4645	4.50E-20	0.657023281
4646	1.70E-46	1.95E-15
4647	6.24E-105	3.73E-46
4648	1.03E-133	1.49E-98
4649	3.73E-11	0.99998653
4650	5.51E-08	4.00E-06
4651	2.12E-123	9.27E-89
4652	1.93E-96	3.67E-15
4653	1.90E-128	1.90E-30
4654	7.26E-134	5.88E-108
4655	1.47E-94	4.74E-103
4656	6.95E-08	6.24E-08
4657	8.06E-08	1.81E-05
4658	5.30E-08	1.28E-06
4659	1.31E-109	4.03E-47
4660	2.77E-139	1.90E-128
4661	2.77E-139	3.15E-99
4662	3.48E-98	1.03E-39
4663	2.81E-107	1.83E-29
4664	4.58E-110	1.75E-62
4665	7.37E-120	1.20E-86
4666	2.28E-99	7.15E-39
4667	3.95E-57	4.54E-50
4668	3.65E-42	9.67E-53
4669	4.44E-19	3.20E-15
4670	1.07E-112	7.63E-34
4671	2.81E-125	8.03E-39
4672	1.98E-87	8.68E-64
4673	2.81E-125	4.23E-73
4674	7.26E-134	3.10E-60
4675	2.77E-139	1.07E-112
4676	2.77E-139	4.51E-124
4677	2.77E-139	6.18E-138
4678	3.03E-31	0.044700806
4679	7.58E-08	0.954437203
4680	0.000591319	0.002779394
4681	0.046427838	8.32E-08
4682	3.73E-39	2.87E-32
4683	2.77E-84	2.09E-28
4684	1.79E-05	0.000897975
4685	7.96E-29	6.91E-67
4686	4.49E-09	1.81E-10
4687	5.00E-105	4.60E-62
4688	2.77E-139	2.77E-139
4689	6.30E-81	1.66E-85
4690	0.094192384	4.80E-20
4691	7.29E-28	6.78E-50
4692	4.58E-44	2.72E-58
4693	0.371825322	0.000102202
4694	0.999730251	1.35E-24
4695	4.83E-27	1.73E-68
4696	0.997263728	1.01E-10
4697	0.944136066	3.08E-06
4698	7.28E-21	2.97E-42
4699	0.038953661	0.408832114
4700	1.88E-22	4.22E-30
4701	1.60E-47	1.28E-56
4702	3.39E-46	1.65E-45
4703	7.63E-08	1.44E-07
4704	0.000271708	0.023651241
4705	4.15E-07	5.54E-05
4706	3.98E-116	1.61E-89
4707	2.63E-05	0.000185887
4708	3.23E-95	1.22E-79
4709	0.997767554	6.21E-10
4710	1.94E-114	3.73E-125
4711	0.060700046	6.85E-08
4712	0.999450143	2.98E-32
4713	0.830330417	2.57E-09
4714	3.50E-05	4.78E-09
4715	0.058886527	2.41E-09
4716	3.47E-07	1.65E-09
4717	0.995779643	2.19E-10
4718	0.052062714	1.28E-06
4719	1.61E-66	8.95E-55
4720	2.77E-139	2.77E-139
4721	2.77E-139	2.77E-139
4722	7.49E-106	1.12E-107
4723	6.88E-93	6.91E-81
4724	2.25E-16	2.84E-40
4725	0.000161103	0.004162501
4726	4.90E-20	4.07E-15
4727	8.15E-38	1.28E-54
4728	1.76E-46	1.24E-25
4729	2.86E-111	4.16E-122
4730	1.98E-96	1.93E-114
4731	2.69E-08	3.84E-52
4732	0.000170055	6.02E-08
4733	0.999992729	2.03E-12
4734	3.19E-12	2.58E-66
4735	0.999982781	3.99E-11
4736	0.999998645	3.89E-14
4737	0.99996698	1.98E-13
4738	0.999989132	1.93E-12
4739	0.999991035	1.72E-19
4740	0.938767241	2.60E-13
4741	0.991171968	1.56E-07
4742	2.84E-17	3.88E-19
4743	3.25E-30	2.58E-16
4744	1.35E-31	6.54E-18
4745	0.001836783	0.000680688
4746	2.56E-07	3.02E-07
4747	1.45E-126	2.40E-103
4748	2.77E-139	2.77E-139
4749	7.02E-46	2.42E-20
4750	7.26E-134	1.09E-116
4751	2.86E-93	1.56E-87
4752	7.94E-80	3.31E-87
4753	2.77E-121	2.81E-125
4754	2.38E-92	8.99E-107
4755	3.60E-35	1.01E-41
4756	4.96E-132	2.77E-139
4757	0.957285614	9.73E-16
4758	0.007789676	3.02E-08
4759	0.999999951	1.27E-23
4760	1.07E-05	6.35E-08
4761	2.10E-83	3.79E-107
4762	3.00E-24	2.80E-36
4763	8.76E-19	7.30E-11
4764	9.41E-09	1.39E-14
4765	2.32E-12	5.15E-72
4766	4.57E-14	2.18E-12
4767	1.07E-130	2.77E-139
4768	5.15E-95	7.85E-75
4769	5.77E-79	7.27E-99
4770	4.10E-57	1.38E-70
4771	1.05E-45	1.01E-86
4772	1.46E-61	2.86E-111
4773	5.29E-56	2.86E-111
4774	1.47E-16	1.09E-62
4775	1.44E-29	5.76E-69
4776	1.56E-80	1.90E-128
4777	3.01E-63	5.24E-46
4778	8.27E-41	3.08E-55
4779	1.93E-50	1.69E-82
4780	4.05E-26	3.80E-40
4781	2.53E-08	8.78E-07
4782	1.75E-79	1.37E-71
4783	2.77E-139	2.77E-139
4784	2.65E-34	9.12E-85
4785	3.86E-07	7.52E-08
4786	3.66E-06	1.85E-07
4787	0.084480797	6.56E-17
4788	3.73E-05	4.38E-06
4789	3.89E-47	7.90E-82
4790	3.13E-31	1.51E-37
4791	1.19E-18	2.29E-15
4792	1.49E-22	1.38E-23
4793	1.61E-29	1.32E-27
4794	3.06E-07	4.58E-07
4795	2.47E-12	9.81E-23
4796	0.007307148	0.323337295
4797	4.30E-06	0.771747769
4798	1.17E-47	6.53E-13
4799	3.58E-10	0.004160272
4800	1.53E-05	0.305220902
4801	1.43E-14	0.998619615
4802	1.54E-07	0.997965194
4803	5.93E-52	1.65E-25
4804	2.82E-34	1.82E-21
4805	2.49E-72	4.38E-57
4806	6.78E-36	1.64E-26
4807	3.21E-92	3.47E-72
4808	7.97E-05	0.000885831
4809	3.29E-09	4.39E-09
4810	1.79E-07	1.88E-07
4811	2.02E-61	2.27E-56
4812	1.03E-75	6.18E-60
4813	5.01E-49	1.65E-12
4814	1.75E-97	7.49E-70
4815	6.78E-72	9.52E-49
4816	8.25E-94	9.52E-67
4817	2.21E-15	4.69E-11
4818	2.88E-44	2.77E-43
4819	1.97E-60	6.79E-64
4820	2.52E-26	6.61E-24
4821	0.600861015	0.035999467
4822	1.15E-07	1.37E-07
4823	2.15E-07	7.62E-07
4824	0.00185626	0.663222468
4825	4.54E-68	1.25E-49
4826	2.18E-16	3.35E-08
4827	2.04E-37	1.60E-42
4828	2.95E-47	1.02E-56
4829	1.97E-77	4.20E-92
4830	1.34E-103	4.22E-118
4831	0.86202506	5.25E-07
4832	3.93E-90	2.86E-104
4833	2.77E-139	2.77E-139
4834	1.07E-112	3.48E-98
4835	1.67E-57	3.54E-66
4836	1.04E-18	5.74E-43
4837	1.80E-06	4.32E-32
4838	0.001232989	1.53E-05
4839	3.97E-08	1.31E-06
4840	1.36E-07	0.99019682
4841	4.38E-62	1.19E-25
4842	3.64E-25	2.92E-22
4843	5.68E-06	4.65E-06
4844	1.19E-17	2.05E-22
4845	7.22E-86	5.76E-51
4846	2.77E-139	7.37E-102
4847	2.66E-66	4.87E-36
4848	2.36E-83	1.02E-48
4849	4.23E-55	2.00E-41
4850	3.54E-79	4.23E-73
4851	1.06E-90	1.76E-86
4852	8.24E-28	8.40E-42
4853	1.35E-36	1.38E-33
4854	4.64E-38	5.50E-30
4855	5.04E-52	1.07E-59
4856	2.92E-74	1.39E-61
4857	2.81E-125	2.77E-121
4858	4.99E-123	2.54E-90
4859	1.90E-128	3.22E-56
4860	2.76E-60	3.15E-58
4861	4.87E-54	1.60E-66
4862	3.67E-39	5.92E-63
4863	2.04E-59	2.02E-61
4864	2.16E-88	3.17E-70
4865	3.43E-94	2.79E-83
4866	2.31E-85	1.83E-86
4867	7.50E-71	1.12E-52
4868	6.04E-67	2.95E-65
4869	3.98E-54	2.95E-83
4870	6.23E-10	4.98E-15
4871	1.07E-130	1.90E-128
4872	2.38E-57	8.00E-36
4873	3.96E-67	1.30E-34
4874	1.07E-64	1.16E-44
4875	6.88E-75	5.08E-72
4876	2.65E-42	2.39E-39
4877	2.39E-87	5.56E-63
4878	1.58E-57	8.90E-29
4879	3.52E-30	6.28E-34
4880	1.87E-58	1.56E-88
4881	0.517509891	4.31E-10
4882	4.08E-30	4.45E-83
4883	7.50E-24	1.44E-16
4884	1.06E-91	2.66E-66
4885	4.30E-22	1.58E-48
4886	3.04E-50	1.49E-104
4887	0.951951066	9.88E-20
4888	7.06E-30	1.32E-55
4889	2.09E-22	9.52E-16
4890	1.07E-112	1.31E-117
4891	8.66E-62	2.77E-104
4892	2.69E-18	9.01E-72
4893	0.999982578	3.08E-12
4894	0.006391699	1.51E-07
4895	1.33E-95	3.75E-105
4896	1.27E-22	2.91E-59
4897	0.536973321	6.25E-49
4898	0.99996515	1.30E-30
4899	0.998485777	1.27E-14
4900	9.55E-51	1.02E-89
4901	5.20E-34	4.58E-56
4902	2.94E-22	5.23E-40
4903	1.37E-25	8.55E-55
4904	1.36E-11	1.04E-38
4905	0.049686419	0.187055593
4906	1.38E-14	9.84E-51
4907	6.14E-27	0.226521132
4908	4.64E-44	5.32E-36
4909	6.98E-79	9.41E-73
4910	4.58E-110	2.64E-41
4911	2.72E-32	9.21E-15
4912	1.74E-46	8.76E-40
4913	3.10E-41	4.45E-20
4914	5.67E-65	2.33E-41
4915	5.92E-57	1.51E-42
4916	2.13E-55	1.00E-29
4917	1.05E-20	4.28E-23
4918	2.35E-53	3.24E-26
4919	2.20E-74	1.31E-64
4920	2.77E-103	3.57E-71
4921	1.07E-130	6.68E-86
4922	7.26E-116	2.81E-89
4923	5.40E-25	4.73E-17
4924	1.30E-39	5.86E-50
4925	3.13E-46	1.98E-48
4926	6.76E-25	7.59E-50
4927	2.68E-49	1.22E-12
4928	7.61E-74	3.00E-64
4929	5.95E-40	2.06E-53
4930	1.81E-64	1.69E-36
4931	2.92E-51	2.48E-46
4932	0.000122374	0.97794343
4933	1.65E-44	1.94E-36
4934	1.80E-10	0.997303193
4935	5.25E-81	3.42E-22
4936	1.54E-120	1.99E-75
4937	1.07E-130	2.86E-111
4938	2.77E-139	7.37E-120
4939	1.07E-95	9.41E-73
4940	1.90E-110	1.02E-54
4941	7.26E-134	1.93E-114
4942	2.77E-121	4.58E-110
4943	1.22E-72	1.25E-41
4944	2.77E-85	1.33E-85
4945	1.72E-16	4.46E-40
4946	9.43E-05	2.82E-07
4947	0.000519948	7.53E-08
4948	3.47E-06	2.81E-05
4949	6.29E-80	1.35E-81
4950	2.07E-47	1.42E-23
4951	1.96E-64	4.50E-30
4952	3.20E-67	2.63E-45
4953	2.95E-83	4.73E-64
4954	5.75E-33	3.58E-33
4955	8.66E-22	8.27E-21
4956	8.55E-54	2.46E-30
4957	2.77E-121	2.86E-93
4958	2.16E-88	3.37E-47
4959	1.90E-128	6.34E-73
4960	1.07E-130	1.87E-81
4961	2.77E-121	5.61E-85
4962	3.96E-85	9.18E-50
4963	1.02E-39	2.53E-36
4964	5.52E-28	6.40E-42
4965	4.36E-45	5.15E-41
4966	8.89E-82	7.16E-39
4967	9.01E-37	4.02E-25
4968	9.51E-10	0.999928401
4969	1.31E-42	1.20E-22
4970	5.77E-67	5.00E-29
4971	1.81E-39	7.80E-21
4972	0.002444468	0.771334404
4973	1.92E-22	7.87E-17
4974	0.001865657	0.359895225
4975	0.003944034	0.000217483
4976	8.40E-48	8.01E-07
4977	1.33E-85	4.88E-16
4978	9.99E-43	2.19E-23
4979	2.76E-26	1.82E-25
4980	6.91E-22	3.78E-20
4981	4.10E-83	1.09E-98
4982	3.55E-59	3.61E-38
4983	8.82E-35	9.35E-06
4984	4.62E-48	5.94E-21
4985	8.13E-108	1.75E-61
4986	1.22E-72	5.08E-35
4987	8.51E-66	7.93E-46
4988	1.53E-56	1.40E-20
4989	3.10E-113	2.89E-86
4990	1.93E-114	7.37E-102
4991	6.57E-24	7.17E-20
4992	9.47E-10	0.39703456
4993	3.27E-06	0.271640834
4994	1.51E-11	0.000964497
4995	6.50E-17	5.82E-06
4996	3.53E-13	0.001285976
4997	1.43E-37	6.75E-09
4998	1.36E-29	6.41E-18
4999	3.31E-18	1.64E-17
5000	1.92E-12	0.31008583
5001	7.05E-30	3.63E-07
5002	2.12E-27	1.14E-11
5003	1.71E-36	0.153002535
5004	1.44E-57	1.57E-15
5005	5.08E-51	1.76E-18
5006	1.77E-83	7.03E-23
5007	2.16E-70	8.76E-21
5008	7.49E-70	1.28E-20
5009	1.72E-111	7.80E-23
5010	3.49E-96	8.02E-47
5011	7.07E-08	3.84E-06
5012	2.33E-09	3.74E-05
5013	8.05E-19	0.997993778
5014	3.38E-16	0.98021503
5015	2.03E-09	3.42E-05
5016	8.28E-10	0.999867526
5017	5.36E-67	2.74E-36
5018	2.47E-54	1.67E-17
5019	3.60E-68	2.21E-11
5020	1.52E-65	1.07E-34
5021	2.81E-89	5.74E-57
5022	2.38E-75	2.08E-34
5023	7.26E-134	5.08E-74
5024	4.10E-101	6.37E-29
5025	1.26E-85	3.86E-26
5026	1.67E-70	1.54E-23
5027	8.55E-52	2.21E-09
5028	7.85E-08	0.992119789
5029	1.00E-61	1.64E-20
5030	3.19E-25	6.40E-11
5031	1.12E-88	4.86E-56
5032	1.31E-117	1.64E-65
5033	1.90E-128	6.18E-46
5034	2.63E-63	2.24E-11
5035	4.75E-88	6.37E-29
5036	8.01E-67	0.000457021
5037	2.49E-37	2.41E-28
5038	1.85E-53	0.970415833
5039	7.99E-41	4.09E-06
5040	2.97E-40	1.55E-13
5041	4.80E-68	3.64E-29
5042	1.24E-41	2.47E-11
5043	8.16E-33	0.999997702
5044	6.74E-20	0.998068316
5045	1.54E-09	7.75E-07
5046	1.47E-09	1.11E-09
5047	1.10E-09	7.22E-10
5048	8.66E-10	7.76E-10
5049	1.61E-09	5.78E-09
5050	1.09E-09	2.67E-09
5051	1.20E-07	7.07E-05
5052	3.15E-102	4.84E-74
5053	7.26E-134	4.09E-118
5054	2.77E-139	2.77E-139
5055	7.37E-120	3.96E-85
5056	2.77E-139	7.26E-134
5057	7.74E-44	1.27E-31
5058	1.19E-83	3.48E-98
5059	1.10E-08	3.82E-34
5060	2.46E-17	3.98E-18
5061	0.001591025	0.000812614
5062	0.99964664	3.02E-12
5063	1.43E-07	1.22E-09
5064	1.03E-07	1.27E-05
5065	1.71E-09	3.28E-06
5066	1.09E-08	0.000243335
5067	8.22E-10	0.999927177
